FLIGHT,ORIGIN,DEST,DEP_TIME,ARR_TIME,DISTANCE
98-TUS-ORD,TUS,ORD,2016-09-01 14:10:00,2016-09-01 17:42:00,1437.0
302-TUS-DFW,TUS,DFW,2016-09-01 07:05:00,2016-09-01 09:25:00,813.0
1415-TUS-DFW,TUS,DFW,2016-09-01 09:05:00,2016-09-01 11:20:00,813.0
1583-TUS-DFW,TUS,DFW,2016-09-01 17:09:00,2016-09-01 19:29:00,813.0
2226-TUS-DFW,TUS,DFW,2016-09-01 10:13:00,2016-09-01 12:27:00,813.0
2195-TUS-DFW,TUS,DFW,2016-09-01 14:33:00,2016-09-01 16:50:00,813.0
2377-TUS-DFW,TUS,DFW,2016-09-01 13:05:00,2016-09-01 15:18:00,813.0
103-SJC-DFW,SJC,DFW,2016-09-01 16:39:00,2016-09-01 20:12:00,1438.0
353-SJC-PHX,SJC,PHX,2016-09-01 12:25:00,2016-09-01 14:12:00,621.0
1092-SJC-ORD,SJC,ORD,2016-09-01 16:14:00,2016-09-01 20:29:00,1829.0
1369-SJC-DFW,SJC,DFW,2016-09-01 14:50:00,2016-09-01 18:24:00,1438.0
1318-SJC-DFW,SJC,DFW,2016-09-01 09:20:00,2016-09-01 12:57:00,1438.0
1388-SJC-DFW,SJC,DFW,2016-09-01 11:00:00,2016-09-01 14:32:00,1438.0
1628-SJC-ORD,SJC,ORD,2016-09-01 11:00:00,2016-09-01 15:16:00,1829.0
2431-SJC-DFW,SJC,DFW,2016-09-01 13:21:00,2016-09-01 16:54:00,1438.0
500-SJC-PHX,SJC,PHX,2016-09-01 19:10:00,2016-09-01 21:03:00,621.0
574-SJC-PHX,SJC,PHX,2016-09-01 15:26:00,2016-09-01 17:15:00,621.0
646-SJC-PHX,SJC,PHX,2016-09-01 09:20:00,2016-09-01 11:12:00,621.0
699-SJC-PHX,SJC,PHX,2016-09-01 22:22:00,2016-09-02 00:10:00,621.0
106-PHX-JFK,PHX,JFK,2016-09-01 11:06:00,2016-09-01 16:09:00,2153.0
353-PHX-BOS,PHX,BOS,2016-09-01 14:24:00,2016-09-01 19:25:00,2300.0
354-PHX-MSP,PHX,MSP,2016-09-01 14:23:00,2016-09-01 17:27:00,1276.0
307-PHX-PDX,PHX,PDX,2016-09-01 15:55:00,2016-09-01 18:39:00,1009.0
311-PHX-DEN,PHX,DEN,2016-09-01 23:40:00,2016-09-02 01:23:00,602.0
319-PHX-PDX,PHX,PDX,2016-09-01 12:09:00,2016-09-01 14:56:00,1009.0
321-PHX-PDX,PHX,PDX,2016-09-01 22:11:00,2016-09-02 00:56:00,1009.0
1168-PHX-MSP,PHX,MSP,2016-09-01 17:22:00,2016-09-01 20:23:00,1276.0
1107-PHX-LAS,PHX,LAS,2016-09-01 09:45:00,2016-09-01 10:58:00,255.0
1280-PHX-EWR,PHX,EWR,2016-09-01 23:55:00,2016-09-02 04:36:00,2133.0
926-PHX-SNA,PHX,SNA,2016-09-01 22:05:00,2016-09-01 23:24:00,338.0
934-PHX-SAN,PHX,SAN,2016-09-01 09:45:00,2016-09-01 11:00:00,304.0
1431-PHX-SEA,PHX,SEA,2016-09-01 12:25:00,2016-09-01 15:33:00,1107.0
1479-PHX-BWI,PHX,BWI,2016-09-01 10:48:00,2016-09-01 15:21:00,1999.0
1488-PHX-ONT,PHX,ONT,2016-09-01 22:10:00,2016-09-01 23:28:00,325.0
1494-PHX-DEN,PHX,DEN,2016-09-01 20:54:00,2016-09-01 22:46:00,602.0
1319-PHX-JFK,PHX,JFK,2016-09-01 23:55:00,2016-09-02 04:44:00,2153.0
1320-PHX-MCI,PHX,MCI,2016-09-01 14:34:00,2016-09-01 17:08:00,1044.0
1597-PHX-BWI,PHX,BWI,2016-09-01 17:21:00,2016-09-01 21:44:00,1999.0
1456-PHX-SNA,PHX,SNA,2016-09-01 12:10:00,2016-09-01 13:33:00,338.0
1458-PHX-PDX,PHX,PDX,2016-09-01 18:56:00,2016-09-01 21:37:00,1009.0
1467-PHX-EWR,PHX,EWR,2016-09-01 17:28:00,2016-09-01 22:13:00,2133.0
1468-PHX-SLC,PHX,SLC,2016-09-01 12:10:00,2016-09-01 13:54:00,507.0
1562-PHX-SMF,PHX,SMF,2016-09-01 15:30:00,2016-09-01 17:32:00,647.0
1572-PHX-SMF,PHX,SMF,2016-09-01 11:45:00,2016-09-01 13:48:00,647.0
1017-PHX-STL,PHX,STL,2016-09-01 20:54:00,2016-09-01 23:53:00,1262.0
1598-PHX-EWR,PHX,EWR,2016-09-01 10:39:00,2016-09-01 15:28:00,2133.0
2341-PHX-BOS,PHX,BOS,2016-09-01 17:19:00,2016-09-01 22:17:00,2300.0
2431-PHX-SJC,PHX,SJC,2016-09-01 09:35:00,2016-09-01 11:36:00,621.0
2315-PHX-MCO,PHX,MCO,2016-09-02 01:32:00,2016-09-02 05:35:00,1849.0
2378-PHX-SAN,PHX,SAN,2016-09-01 12:09:00,2016-09-01 13:25:00,304.0
2390-PHX-MCI,PHX,MCI,2016-09-01 20:59:00,2016-09-01 23:37:00,1044.0
2468-PHX-ONT,PHX,ONT,2016-09-02 00:45:00,2016-09-02 01:56:00,325.0
2548-PHX-SNA,PHX,SNA,2016-09-01 15:50:00,2016-09-01 17:09:00,338.0
2527-PHX-JFK,PHX,JFK,2016-09-01 14:36:00,2016-09-01 19:30:00,2153.0
2672-PHX-SMF,PHX,SMF,2016-09-01 09:30:00,2016-09-01 11:38:00,647.0
400-PHX-SFO,PHX,SFO,2016-09-01 22:25:00,2016-09-02 00:27:00,651.0
403-PHX-SFO,PHX,SFO,2016-09-01 09:45:00,2016-09-01 11:49:00,651.0
406-PHX-DTW,PHX,DTW,2016-09-01 10:55:00,2016-09-01 14:53:00,1671.0
411-PHX-ORD,PHX,ORD,2016-09-01 14:20:00,2016-09-01 17:52:00,1440.0
412-PHX-DTW,PHX,DTW,2016-09-01 17:09:00,2016-09-01 20:56:00,1671.0
413-PHX-SEA,PHX,SEA,2016-09-01 15:58:00,2016-09-01 18:59:00,1107.0
414-PHX-CLT,PHX,CLT,2016-09-01 08:30:00,2016-09-01 12:29:00,1773.0
429-PHX-ORD,PHX,ORD,2016-09-01 17:30:00,2016-09-01 20:58:00,1440.0
430-PHX-DTW,PHX,DTW,2016-09-01 20:56:00,2016-09-02 00:48:00,1671.0
432-PHX-OGG,PHX,OGG,2016-09-01 12:40:00,2016-09-01 19:07:00,2845.0
433-PHX-SFO,PHX,SFO,2016-09-01 12:17:00,2016-09-01 14:23:00,651.0
438-PHX-DFW,PHX,DFW,2016-09-01 18:49:00,2016-09-01 21:09:00,868.0
449-PHX-BOI,PHX,BOI,2016-09-01 22:09:00,2016-09-02 00:15:00,735.0
450-PHX-SLC,PHX,SLC,2016-09-01 15:45:00,2016-09-01 17:23:00,507.0
1712-PHX-PHL,PHX,PHL,2016-09-01 16:50:00,2016-09-01 21:18:00,2075.0
1740-PHX-AUS,PHX,AUS,2016-09-01 10:42:00,2016-09-01 13:03:00,872.0
1742-PHX-DFW,PHX,DFW,2016-09-01 09:40:00,2016-09-01 12:05:00,868.0
1764-PHX-DTW,PHX,DTW,2016-09-02 01:40:00,2016-09-02 05:22:00,1671.0
1765-PHX-IND,PHX,IND,2016-09-02 01:35:00,2016-09-02 04:50:00,1488.0
1820-PHX-DEN,PHX,DEN,2016-09-01 14:21:00,2016-09-01 16:10:00,602.0
1826-PHX-LAS,PHX,LAS,2016-09-01 16:05:00,2016-09-01 17:14:00,255.0
1829-PHX-CLT,PHX,CLT,2016-09-01 16:45:00,2016-09-01 20:44:00,1773.0
1836-PHX-LAS,PHX,LAS,2016-09-01 12:16:00,2016-09-01 13:30:00,255.0
1856-PHX-PHL,PHX,PHL,2016-09-01 09:00:00,2016-09-01 13:32:00,2075.0
1857-PHX-CLT,PHX,CLT,2016-09-01 16:15:00,2016-09-01 20:15:00,1773.0
1875-PHX-BOS,PHX,BOS,2016-09-02 01:59:00,2016-09-02 06:50:00,2300.0
1882-PHX-STL,PHX,STL,2016-09-02 01:55:00,2016-09-02 04:42:00,1262.0
1892-PHX-LAS,PHX,LAS,2016-09-02 00:45:00,2016-09-02 01:49:00,255.0
1899-PHX-CLT,PHX,CLT,2016-09-01 10:35:00,2016-09-01 14:40:00,1773.0
1920-PHX-MIA,PHX,MIA,2016-09-01 10:40:00,2016-09-01 15:17:00,1972.0
1947-PHX-BOI,PHX,BOI,2016-09-01 19:05:00,2016-09-01 21:07:00,735.0
1976-PHX-CLT,PHX,CLT,2016-09-01 14:11:00,2016-09-01 18:15:00,1773.0
1985-PHX-PHL,PHX,PHL,2016-09-01 10:59:00,2016-09-01 15:38:00,2075.0
1989-PHX-ORD,PHX,ORD,2016-09-01 07:35:00,2016-09-01 11:02:00,1440.0
2000-PHX-ATL,PHX,ATL,2016-09-02 01:40:00,2016-09-02 05:12:00,1587.0
2020-PHX-CLT,PHX,CLT,2016-09-02 01:15:00,2016-09-02 05:11:00,1773.0
2023-PHX-LAX,PHX,LAX,2016-09-01 15:45:00,2016-09-01 17:19:00,370.0
2026-PHX-PHL,PHX,PHL,2016-09-02 00:40:00,2016-09-02 05:06:00,2075.0
2027-PHX-TPA,PHX,TPA,2016-09-02 01:59:00,2016-09-02 05:42:00,1788.0
2037-PHX-SEA,PHX,SEA,2016-09-02 00:40:00,2016-09-02 03:35:00,1107.0
2087-PHX-IAH,PHX,IAH,2016-09-02 01:45:00,2016-09-02 04:13:00,1009.0
2108-PHX-BWI,PHX,BWI,2016-09-02 01:35:00,2016-09-02 05:52:00,1999.0
454-PHX-SLC,PHX,SLC,2016-09-01 22:14:00,2016-09-01 23:53:00,507.0
456-PHX-SLC,PHX,SLC,2016-09-01 18:59:00,2016-09-01 20:34:00,507.0
459-PHX-DEN,PHX,DEN,2016-09-01 10:38:00,2016-09-01 12:28:00,602.0
460-PHX-IND,PHX,IND,2016-09-01 10:45:00,2016-09-01 14:15:00,1488.0
462-PHX-SAN,PHX,SAN,2016-09-01 19:10:00,2016-09-01 20:18:00,304.0
464-PHX-DFW,PHX,DFW,2016-09-01 23:50:00,2016-09-02 02:07:00,868.0
473-PHX-IAH,PHX,IAH,2016-09-01 10:50:00,2016-09-01 13:34:00,1009.0
474-PHX-MSP,PHX,MSP,2016-09-01 10:44:00,2016-09-01 13:52:00,1276.0
477-PHX-IAH,PHX,IAH,2016-09-01 20:56:00,2016-09-01 23:34:00,1009.0
483-PHX-STL,PHX,STL,2016-09-01 14:14:00,2016-09-01 17:09:00,1262.0
486-PHX-ORD,PHX,ORD,2016-09-01 20:56:00,2016-09-02 00:30:00,1440.0
489-PHX-PIT,PHX,PIT,2016-09-01 10:51:00,2016-09-01 14:56:00,1814.0
490-PHX-OMA,PHX,OMA,2016-09-01 20:51:00,2016-09-01 23:27:00,1037.0
491-PHX-LAX,PHX,LAX,2016-09-01 09:25:00,2016-09-01 11:02:00,370.0
492-PHX-ORD,PHX,ORD,2016-09-01 15:44:00,2016-09-01 19:15:00,1440.0
493-PHX-OAK,PHX,OAK,2016-09-01 11:49:00,2016-09-01 13:45:00,646.0
495-PHX-LAX,PHX,LAX,2016-09-01 12:00:00,2016-09-01 13:37:00,370.0
498-PHX-DCA,PHX,DCA,2016-09-01 16:45:00,2016-09-01 20:59:00,1979.0
500-PHX-IND,PHX,IND,2016-09-01 20:59:00,2016-09-02 00:24:00,1488.0
511-PHX-OMA,PHX,OMA,2016-09-01 10:55:00,2016-09-01 13:37:00,1037.0
514-PHX-CMH,PHX,CMH,2016-09-01 17:20:00,2016-09-01 20:57:00,1670.0
516-PHX-SMF,PHX,SMF,2016-09-01 22:01:00,2016-09-02 00:01:00,647.0
521-PHX-SEA,PHX,SEA,2016-09-01 19:15:00,2016-09-01 22:11:00,1107.0
523-PHX-RNO,PHX,RNO,2016-09-01 19:00:00,2016-09-01 20:43:00,601.0
528-PHX-RNO,PHX,RNO,2016-09-01 22:11:00,2016-09-01 23:59:00,601.0
531-PHX-RNO,PHX,RNO,2016-09-01 11:55:00,2016-09-01 13:44:00,601.0
542-PHX-DFW,PHX,DFW,2016-09-01 07:21:00,2016-09-01 09:40:00,868.0
544-PHX-DFW,PHX,DFW,2016-09-01 14:16:00,2016-09-01 16:40:00,868.0
545-PHX-DFW,PHX,DFW,2016-09-01 20:55:00,2016-09-01 23:21:00,868.0
548-PHX-MKE,PHX,MKE,2016-09-01 20:49:00,2016-09-02 00:11:00,1460.0
549-PHX-DFW,PHX,DFW,2016-09-01 08:45:00,2016-09-01 11:05:00,868.0
550-PHX-DFW,PHX,DFW,2016-09-01 15:20:00,2016-09-01 17:39:00,868.0
551-PHX-DFW,PHX,DFW,2016-09-01 17:00:00,2016-09-01 19:21:00,868.0
552-PHX-SMF,PHX,SMF,2016-09-01 18:35:00,2016-09-01 20:31:00,647.0
560-PHX-DFW,PHX,DFW,2016-09-01 12:45:00,2016-09-01 15:10:00,868.0
563-PHX-SAN,PHX,SAN,2016-09-01 22:25:00,2016-09-01 23:38:00,304.0
567-PHX-MCO,PHX,MCO,2016-09-01 10:55:00,2016-09-01 15:14:00,1849.0
574-PHX-TPA,PHX,TPA,2016-09-01 17:11:00,2016-09-01 21:05:00,1788.0
580-PHX-GEG,PHX,GEG,2016-09-01 22:05:00,2016-09-02 00:42:00,1020.0
582-PHX-MKE,PHX,MKE,2016-09-01 12:09:00,2016-09-01 15:31:00,1460.0
586-PHX-GEG,PHX,GEG,2016-09-01 12:15:00,2016-09-01 14:56:00,1020.0
588-PHX-SJC,PHX,SJC,2016-09-01 11:49:00,2016-09-01 13:41:00,621.0
592-PHX-MCI,PHX,MCI,2016-09-01 10:46:00,2016-09-01 13:29:00,1044.0
593-PHX-ORD,PHX,ORD,2016-09-01 10:54:00,2016-09-01 14:34:00,1440.0
594-PHX-IAH,PHX,IAH,2016-09-01 14:35:00,2016-09-01 17:09:00,1009.0
595-PHX-DCA,PHX,DCA,2016-09-01 10:47:00,2016-09-01 15:16:00,1979.0
596-PHX-SJC,PHX,SJC,2016-09-01 22:06:00,2016-09-01 23:59:00,621.0
599-PHX-SJC,PHX,SJC,2016-09-01 18:52:00,2016-09-01 20:42:00,621.0
603-PHX-SEA,PHX,SEA,2016-09-01 22:09:00,2016-09-02 01:10:00,1107.0
612-PHX-ATL,PHX,ATL,2016-09-01 14:20:00,2016-09-01 18:00:00,1587.0
621-PHX-OAK,PHX,OAK,2016-09-01 18:35:00,2016-09-01 20:28:00,646.0
623-PHX-LAX,PHX,LAX,2016-09-02 00:37:00,2016-09-02 02:05:00,370.0
625-PHX-BOI,PHX,BOI,2016-09-01 11:40:00,2016-09-01 13:45:00,735.0
626-PHX-LAS,PHX,LAS,2016-09-01 22:25:00,2016-09-01 23:35:00,255.0
627-PHX-OAK,PHX,OAK,2016-09-01 22:02:00,2016-09-01 23:59:00,646.0
634-PHX-PIT,PHX,PIT,2016-09-01 17:20:00,2016-09-01 21:14:00,1814.0
636-PHX-LAS,PHX,LAS,2016-09-01 19:05:00,2016-09-01 20:11:00,255.0
638-PHX-SJC,PHX,SJC,2016-09-01 15:34:00,2016-09-01 17:25:00,621.0
639-PHX-SAN,PHX,SAN,2016-09-01 15:55:00,2016-09-01 17:08:00,304.0
640-PHX-LAX,PHX,LAX,2016-09-01 22:00:00,2016-09-01 23:34:00,370.0
641-PHX-SAN,PHX,SAN,2016-09-02 00:50:00,2016-09-02 01:57:00,304.0
642-PHX-DEN,PHX,DEN,2016-09-01 16:55:00,2016-09-01 18:39:00,602.0
646-PHX-BOS,PHX,BOS,2016-09-01 11:05:00,2016-09-01 16:11:00,2300.0
647-PHX-ONT,PHX,ONT,2016-09-01 12:11:00,2016-09-01 13:30:00,325.0
649-PHX-DFW,PHX,DFW,2016-09-01 10:58:00,2016-09-01 13:30:00,868.0
650-PHX-SNA,PHX,SNA,2016-09-01 09:45:00,2016-09-01 11:06:00,338.0
652-PHX-STL,PHX,STL,2016-09-01 10:46:00,2016-09-01 13:48:00,1262.0
660-PHX-SNA,PHX,SNA,2016-09-01 18:55:00,2016-09-01 20:11:00,338.0
663-PHX-KOA,PHX,KOA,2016-09-01 12:40:00,2016-09-01 19:05:00,2860.0
665-PHX-CMH,PHX,CMH,2016-09-01 10:44:00,2016-09-01 14:31:00,1670.0
680-PHX-DCA,PHX,DCA,2016-09-01 14:45:00,2016-09-01 19:03:00,1979.0
684-PHX-LIH,PHX,LIH,2016-09-01 12:15:00,2016-09-01 19:00:00,2979.0
686-PHX-SFO,PHX,SFO,2016-09-01 19:05:00,2016-09-01 21:03:00,651.0
691-PHX-CLT,PHX,CLT,2016-09-01 07:05:00,2016-09-01 11:04:00,1773.0
692-PHX-HNL,PHX,HNL,2016-09-01 12:35:00,2016-09-01 19:14:00,2917.0
694-PHX-HNL,PHX,HNL,2016-09-01 16:10:00,2016-09-01 22:43:00,2917.0
695-PHX-LAX,PHX,LAX,2016-09-01 19:12:00,2016-09-01 20:41:00,370.0
710-PHX-ORD,PHX,ORD,2016-09-01 12:30:00,2016-09-01 16:04:00,1440.0
767-PHX-CLT,PHX,CLT,2016-09-01 12:01:00,2016-09-01 16:07:00,1773.0
776-PHX-PHL,PHX,PHL,2016-09-01 14:15:00,2016-09-01 18:48:00,2075.0
803-PHX-DSM,PHX,DSM,2016-09-01 17:10:00,2016-09-01 19:52:00,1150.0
816-PHX-MSP,PHX,MSP,2016-09-02 01:59:00,2016-09-02 04:52:00,1276.0
896-PHX-DSM,PHX,DSM,2016-09-01 10:48:00,2016-09-01 13:40:00,1150.0
1650-PHX-ATL,PHX,ATL,2016-09-01 10:45:00,2016-09-01 14:32:00,1587.0
1651-PHX-SFO,PHX,SFO,2016-09-02 00:54:00,2016-09-02 02:50:00,651.0
1667-PHX-RNO,PHX,RNO,2016-09-02 00:45:00,2016-09-02 02:26:00,601.0
106-SNA-PHX,SNA,PHX,2016-09-01 09:45:00,2016-09-01 11:11:00,338.0
244-SNA-DFW,SNA,DFW,2016-09-01 11:30:00,2016-09-01 14:29:00,1205.0
1152-SNA-ORD,SNA,ORD,2016-09-01 17:35:00,2016-09-01 21:36:00,1726.0
1168-SNA-PHX,SNA,PHX,2016-09-01 15:55:00,2016-09-01 17:13:00,338.0
1205-SNA-ORD,SNA,ORD,2016-09-01 12:45:00,2016-09-01 16:45:00,1726.0
1278-SNA-DFW,SNA,DFW,2016-09-01 15:42:00,2016-09-01 18:45:00,1205.0
1298-SNA-DFW,SNA,DFW,2016-09-01 13:55:00,2016-09-01 16:52:00,1205.0
1342-SNA-DFW,SNA,DFW,2016-09-01 10:00:00,2016-09-01 13:01:00,1205.0
1627-SNA-DFW,SNA,DFW,2016-09-01 09:45:00,2016-09-01 12:54:00,1205.0
1017-SNA-PHX,SNA,PHX,2016-09-01 19:43:00,2016-09-01 21:02:00,338.0
1599-SNA-DFW,SNA,DFW,2016-09-01 17:28:00,2016-09-01 20:30:00,1205.0
2193-SNA-ORD,SNA,ORD,2016-09-01 14:20:00,2016-09-01 18:21:00,1726.0
2548-SNA-DFW,SNA,DFW,2016-09-01 19:03:00,2016-09-01 21:59:00,1205.0
2506-SNA-DFW,SNA,DFW,2016-09-01 14:55:00,2016-09-01 17:55:00,1205.0
2572-SNA-DFW,SNA,DFW,2016-09-01 20:30:00,2016-09-01 23:22:00,1205.0
385-SNA-ORD,SNA,ORD,2016-09-01 11:10:00,2016-09-01 15:10:00,1726.0
507-SNA-PHX,SNA,PHX,2016-09-01 13:10:00,2016-09-01 14:23:00,338.0
653-SNA-PHX,SNA,PHX,2016-09-01 22:25:00,2016-09-01 23:39:00,338.0
112-MCO-MIA,MCO,MIA,2016-09-01 14:10:00,2016-09-01 15:17:00,192.0
127-MCO-DFW,MCO,DFW,2016-09-01 06:10:00,2016-09-01 09:02:00,985.0
178-MCO-LAX,MCO,LAX,2016-09-01 19:13:00,2016-09-02 00:42:00,2218.0
195-MCO-MIA,MCO,MIA,2016-09-01 11:48:00,2016-09-01 12:54:00,192.0
54-MCO-ORD,MCO,ORD,2016-09-01 17:00:00,2016-09-01 19:58:00,1005.0
56-MCO-MIA,MCO,MIA,2016-09-01 15:59:00,2016-09-01 17:07:00,192.0
296-MCO-MIA,MCO,MIA,2016-09-01 10:25:00,2016-09-01 11:33:00,192.0
1212-MCO-ORD,MCO,ORD,2016-09-01 18:55:00,2016-09-01 21:54:00,1005.0
998-MCO-LAX,MCO,LAX,2016-09-01 06:36:00,2016-09-01 12:01:00,2218.0
1235-MCO-ORD,MCO,ORD,2016-09-01 07:06:00,2016-09-01 10:04:00,1005.0
1461-MCO-MIA,MCO,MIA,2016-09-01 07:25:00,2016-09-01 08:32:00,192.0
1555-MCO-JFK,MCO,JFK,2016-09-01 11:25:00,2016-09-01 13:59:00,944.0
1009-MCO-DFW,MCO,DFW,2016-09-01 13:40:00,2016-09-01 16:27:00,985.0
2301-MCO-PHX,MCO,PHX,2016-09-01 20:20:00,2016-09-02 00:50:00,1849.0
2285-MCO-LGA,MCO,LGA,2016-09-01 18:50:00,2016-09-01 21:25:00,950.0
2380-MCO-MIA,MCO,MIA,2016-09-01 05:00:00,2016-09-01 06:01:00,192.0
2388-MCO-ORD,MCO,ORD,2016-09-01 13:40:00,2016-09-01 16:34:00,1005.0
2464-MCO-MIA,MCO,MIA,2016-09-01 18:00:00,2016-09-01 19:11:00,192.0
2466-MCO-DFW,MCO,DFW,2016-09-01 12:00:00,2016-09-01 14:54:00,985.0
2447-MCO-MIA,MCO,MIA,2016-09-01 19:35:00,2016-09-01 20:46:00,192.0
2505-MCO-DFW,MCO,DFW,2016-09-01 17:15:00,2016-09-01 20:09:00,985.0
2517-MCO-MIA,MCO,MIA,2016-09-01 09:00:00,2016-09-01 10:07:00,192.0
425-MCO-DFW,MCO,DFW,2016-09-01 07:58:00,2016-09-01 10:55:00,985.0
2625-MCO-DFW,MCO,DFW,2016-09-01 09:35:00,2016-09-01 12:24:00,985.0
1718-MCO-DCA,MCO,DCA,2016-09-01 08:30:00,2016-09-01 10:36:00,759.0
1728-MCO-PHL,MCO,PHL,2016-09-01 12:10:00,2016-09-01 14:36:00,861.0
1766-MCO-DFW,MCO,DFW,2016-09-01 07:30:00,2016-09-01 10:27:00,985.0
1816-MCO-DCA,MCO,DCA,2016-09-01 13:04:00,2016-09-01 15:14:00,759.0
1838-MCO-PHL,MCO,PHL,2016-09-01 12:55:00,2016-09-01 15:21:00,861.0
1850-MCO-PHL,MCO,PHL,2016-09-01 10:20:00,2016-09-01 12:41:00,861.0
1872-MCO-DCA,MCO,DCA,2016-09-01 15:04:00,2016-09-01 17:15:00,759.0
1916-MCO-CLT,MCO,CLT,2016-09-01 05:15:00,2016-09-01 06:48:00,468.0
1917-MCO-PHL,MCO,PHL,2016-09-01 06:20:00,2016-09-01 08:42:00,861.0
1937-MCO-CLT,MCO,CLT,2016-09-01 08:30:00,2016-09-01 10:11:00,468.0
2008-MCO-PHL,MCO,PHL,2016-09-01 19:30:00,2016-09-01 21:51:00,861.0
2017-MCO-CLT,MCO,CLT,2016-09-01 19:20:00,2016-09-01 21:01:00,468.0
2055-MCO-CLT,MCO,CLT,2016-09-01 11:55:00,2016-09-01 13:36:00,468.0
2351-MCO-DFW,MCO,DFW,2016-09-01 19:23:00,2016-09-01 22:10:00,985.0
278-MCO-JFK,MCO,JFK,2016-09-01 13:40:00,2016-09-01 16:17:00,944.0
461-MCO-CLT,MCO,CLT,2016-09-01 06:40:00,2016-09-01 08:19:00,468.0
516-MCO-PHX,MCO,PHX,2016-09-01 17:30:00,2016-09-01 22:00:00,1849.0
637-MCO-CLT,MCO,CLT,2016-09-01 13:53:00,2016-09-01 15:34:00,468.0
651-MCO-CLT,MCO,CLT,2016-09-01 15:39:00,2016-09-01 17:20:00,468.0
746-MCO-CLT,MCO,CLT,2016-09-01 17:20:00,2016-09-01 19:02:00,468.0
768-MCO-PHL,MCO,PHL,2016-09-01 14:45:00,2016-09-01 17:11:00,861.0
853-MCO-CLT,MCO,CLT,2016-09-01 10:20:00,2016-09-01 12:01:00,468.0
862-MCO-DCA,MCO,DCA,2016-09-01 10:48:00,2016-09-01 12:59:00,759.0
1666-MCO-PHL,MCO,PHL,2016-09-01 17:25:00,2016-09-01 19:52:00,861.0
1688-MCO-DFW,MCO,DFW,2016-09-01 15:36:00,2016-09-01 18:34:00,985.0
183-AUS-LAX,AUS,LAX,2016-09-01 10:00:00,2016-09-01 13:20:00,1242.0
1221-AUS-DFW,AUS,DFW,2016-09-01 19:26:00,2016-09-01 20:35:00,190.0
1386-AUS-DFW,AUS,DFW,2016-09-01 17:40:00,2016-09-01 18:50:00,190.0
1476-AUS-DFW,AUS,DFW,2016-09-01 11:34:00,2016-09-01 12:40:00,190.0
1484-AUS-ORD,AUS,ORD,2016-09-01 12:15:00,2016-09-01 14:59:00,977.0
1233-AUS-MIA,AUS,MIA,2016-09-01 07:30:00,2016-09-01 10:22:00,1103.0
1344-AUS-ORD,AUS,ORD,2016-09-01 15:35:00,2016-09-01 18:17:00,977.0
1595-AUS-DFW,AUS,DFW,2016-09-01 07:20:00,2016-09-01 08:25:00,190.0
1460-AUS-DFW,AUS,DFW,2016-09-01 08:03:00,2016-09-01 09:10:00,190.0
1474-AUS-LAX,AUS,LAX,2016-09-01 21:12:00,2016-09-02 00:39:00,1242.0
1561-AUS-DFW,AUS,DFW,2016-09-01 13:37:00,2016-09-01 14:41:00,190.0
2183-AUS-JFK,AUS,JFK,2016-09-01 10:20:00,2016-09-01 14:05:00,1521.0
1004-AUS-DFW,AUS,DFW,2016-09-01 09:40:00,2016-09-01 10:50:00,190.0
2222-AUS-DFW,AUS,DFW,2016-09-01 15:20:00,2016-09-01 16:25:00,190.0
2547-AUS-DFW,AUS,DFW,2016-09-01 06:15:00,2016-09-01 07:18:00,190.0
2664-AUS-ORD,AUS,ORD,2016-09-01 19:17:00,2016-09-01 22:00:00,977.0
2482-AUS-DFW,AUS,DFW,2016-09-01 20:45:00,2016-09-01 21:49:00,190.0
2646-AUS-DFW,AUS,DFW,2016-09-01 18:55:00,2016-09-01 20:09:00,190.0
2649-AUS-LAX,AUS,LAX,2016-09-01 07:15:00,2016-09-01 10:32:00,1242.0
2663-AUS-LAX,AUS,LAX,2016-09-01 15:35:00,2016-09-01 18:50:00,1242.0
1740-AUS-CLT,AUS,CLT,2016-09-01 15:07:00,2016-09-01 17:45:00,1032.0
1774-AUS-CLT,AUS,CLT,2016-09-01 18:35:00,2016-09-01 21:11:00,1032.0
1964-AUS-CLT,AUS,CLT,2016-09-01 08:00:00,2016-09-01 10:40:00,1032.0
2093-AUS-PHL,AUS,PHL,2016-09-01 13:50:00,2016-09-01 17:18:00,1430.0
2575-AUS-ORD,AUS,ORD,2016-09-01 09:00:00,2016-09-01 11:43:00,977.0
456-AUS-PHX,AUS,PHX,2016-09-01 16:30:00,2016-09-01 18:51:00,872.0
50-STL-DFW,STL,DFW,2016-09-01 12:46:00,2016-09-01 14:34:00,550.0
323-STL-DFW,STL,DFW,2016-09-01 10:41:00,2016-09-01 12:33:00,550.0
1102-STL-ORD,STL,ORD,2016-09-01 10:40:00,2016-09-01 11:57:00,258.0
322-STL-DFW,STL,DFW,2016-09-01 07:12:00,2016-09-01 09:05:00,550.0
1199-STL-ORD,STL,ORD,2016-09-01 07:00:00,2016-09-01 08:17:00,258.0
1368-STL-MIA,STL,MIA,2016-09-01 07:10:00,2016-09-01 09:54:00,1068.0
1442-STL-DFW,STL,DFW,2016-09-01 09:02:00,2016-09-01 10:55:00,550.0
1585-STL-ORD,STL,ORD,2016-09-01 08:40:00,2016-09-01 10:02:00,258.0
1572-STL-PHX,STL,PHX,2016-09-01 08:20:00,2016-09-01 11:54:00,1262.0
